name,lat,lng,type,demand,supply,waste
Addis Food and Wine,51.5533382,-0.1046361,Supermarket,756.6511353085288,981.71,225.05886469147129
Waitrose,51.524152,-0.1027254,Supermarket,765.4338107490529,1067.07,301.63618925094704
The Co-operative Food,51.4572755,0.0936301,Supermarket,260.55023920723545,313.66,53.109760792764575
Little Waitrose,51.3587154,-0.2163434,Supermarket,472.647992522803,570.07,97.42200747719704
M&S Food,51.5651738,-0.1354683,Supermarket,749.5775465464258,1218.22,468.64245345357426
Nisa Local,51.6522338,-0.0780602,Supermarket,312.82153035065767,399.32,86.49846964934233
City Road Supermarket,51.5292775,-0.0972154,Supermarket,750.4985675901823,915.87,165.37143240981766
Iceland,51.5612147,-0.2524224,Supermarket,502.3569460671428,727.79,225.43305393285715
Planet Organic,51.5118474,-0.3047286,Supermarket,764.1808253234126,929.88,165.6991746765874
Smart,51.5109354,-0.1869563,Supermarket,1611.8493827586135,1942.61,330.7606172413864
Empire,51.5100189,-0.28646,Supermarket,771.5622648922757,864.72,93.1577351077243
International Supermarket,51.5934277,0.0251881,Supermarket,282.4540100195033,350.64,68.18598998049669
The Source Bulk Foods,51.5785534,-0.1240837,Supermarket,243.25420109191316,268.15,24.895798908086817
Ealing Supermarket,51.5001176,-0.3066355,Supermarket,776.6957404680478,913.88,137.1842595319522
Neighbourhood Grocers,51.4991958,-0.3063405,Supermarket,780.2580539107751,791.39,11.131946089224925
Metro Food Centre,51.5900585,-0.0041542,Supermarket,280.4332495942992,398.56,118.12675040570082
Whole Foods Market,51.4637582,-0.1666907,Supermarket,1068.6483995325852,1229.92,161.27160046741483
Waitrose,51.4626128,-0.1677865,Supermarket,1059.4314094780757,1257.85,198.41859052192422
Sainsbury's,51.3583294,-0.1481762,Supermarket,477.11811084137685,445.72,0.0
Bottega Italia,51.5646214,-0.1324714,Supermarket,752.0255364382602,862.9,110.87446356173973
Aldi,51.5145616,-0.4742683,Supermarket,987.1914206951119,1477.64,490.4485793048882
Co-op Food,51.4495755,-0.323031,Supermarket,524.5562903737035,690.87,166.3137096262965
ALDI Local,51.5479103,-0.1809041,Supermarket,1639.5377190562458,1744.72,105.18228094375422
Chelsea farm,51.4848317,-0.1826036,Supermarket,717.1715807140516,802.04,84.86841928594833
Lidl,51.5953653,-0.3849345,Supermarket,473.3965952696049,535.65,62.25340473039506
ALDI,51.5791939,-0.3992629,Supermarket,975.2236857773812,1066.69,91.46631422261885
Lidl,51.5417094,-0.0010622,Supermarket,639.2500141695109,734.81,95.55998583048904
Loon Fung,51.5416185,-0.0012258,Supermarket,626.1334325296109,906.56,280.42656747038905
Tesco Express,51.5963268,-0.2428552,Supermarket,626.874698113504,675.0,48.125301886496004
Lituanica,51.5164669,0.0627241,Supermarket,640.0191616813737,656.1,16.08083831862632
Waitrose & Partners,51.4484848,-0.3289565,Supermarket,513.3027105338527,498.74,0.0
Lidl,51.580285,-0.3369249,Supermarket,459.86334689965076,498.6,38.73665310034926
Co-Operative,51.6457017,-0.0814627,Supermarket,323.194251145788,539.98,216.78574885421204
Village wholefoods,51.5367562,-0.1163324,Supermarket,745.3330672202096,1094.02,348.68693277979037
Co-op Food,51.5572104,-0.2150974,Supermarket,639.049686017988,857.43,218.3803139820119
Waitrose,51.4111573,-0.3058558,Supermarket,501.45246064323845,703.37,201.91753935676155
M&S Simply Food,51.6335411,-0.1252823,Supermarket,313.5167808138109,336.07,22.553219186189096
Dacha Russian and Eastern European Shop,51.5819338,-0.1586196,Supermarket,260.5829607599972,287.93,27.3470392400028
Tesco Express,51.6531662,-0.1998182,Supermarket,635.3923181128599,921.11,285.7176818871401
Village Food Centre,51.6542744,-0.2014021,Supermarket,638.4489870321885,760.88,122.43101296781151
Waitrose,51.6517074,-0.0841614,Supermarket,322.83715120079546,364.84,42.002848799204514
Sainsbury's,51.4808003,-0.195038,Supermarket,886.1954273546984,1291.53,405.3345726453016
Lidl,51.4959114,0.1190726,Supermarket,494.6728780057957,462.4,0.0
Co-op Food,51.4873675,0.1137149,Supermarket,479.56047371813304,680.27,200.70952628186694
M&S Simply Food,51.3925319,-0.3054997,Supermarket,510.0890789939259,651.22,141.13092100607412
Lidl,51.3604903,-0.3100315,Supermarket,511.11742322171494,542.72,31.602576778285083
Waitrose,51.5046343,-0.0167335,Supermarket,1182.7929659697986,1402.29,219.49703403020135
Asda,51.5828635,-0.0247563,Supermarket,277.4759237541987,359.22,81.74407624580135
Sainsbury's,51.4561921,0.1492248,Supermarket,271.6946055574065,300.79,29.095394442593545
Nisa,51.4543988,-0.1201641,Supermarket,775.4376860772138,1056.95,281.51231392278623
Little Waitrose,51.483934,-0.219429,Supermarket,883.943016072789,929.02,45.07698392721102
Unnamed,51.4990754,-0.0741708,Supermarket,955.7612231836541,1215.45,259.6887768163459
Lidl,51.4310043,-0.1295659,Supermarket,783.7850759721731,733.23,0.0
Costcutter,51.4669777,0.0529398,Supermarket,476.6007800583789,520.81,44.20921994162103
Waitrose,51.5469392,-0.104305,Supermarket,754.2293581897655,913.47,159.24064181023448
Lidl,51.4013351,-0.1937558,Supermarket,421.0468863573345,462.25,41.20311364266553
Istanbul Supermarket,51.5282889,-0.0914943,Supermarket,464.04754758400827,425.05,0.0
Tesco Express,51.5852933,-0.2812476,Supermarket,509.3455174573171,729.99,220.6444825426829
Amazon Fresh,51.5179134,-0.0844427,Supermarket,37.015677211426606,49.93,12.914322788573394
Oseyo,51.533804,-0.107041,Supermarket,748.8377948807653,801.96,53.12220511923476
Foodways,51.4791141,-0.1672832,Supermarket,1076.0893661949415,1393.18,317.0906338050586
Co-op Food,51.5913359,0.0286728,Supermarket,276.42183067696027,274.52,0.0
Bengali Fonga Market,51.5271873,-0.0585012,Supermarket,1184.8264241194777,1843.45,658.6235758805224
St. Marcus,51.4632814,-0.2500213,Supermarket,1063.931189735316,1117.76,53.82881026468408
The Co-operative Food,51.4791352,-0.1704756,Supermarket,1077.5087477401983,1673.75,596.2412522598017
Nisa Local,51.5555985,-0.3368802,Supermarket,768.7287901650113,1080.46,311.7312098349887
Wing Yip,51.5672269,-0.2291356,Supermarket,503.0903895564788,608.96,105.86961044352125
Lidl,51.527239,-0.350475,Supermarket,767.1506772628683,617.71,0.0
Cumberland Food & Wine,51.5140743,-0.1594742,Supermarket,1612.7688156699094,1576.83,0.0
Co-op Food,51.544482,-0.373975,Supermarket,750.657995543638,852.06,101.40200445636196
Co-operative Food,51.5351923,-0.3944342,Supermarket,767.5298158956422,867.22,99.69018410435785
Tesco,51.5859108,0.082181,Supermarket,280.8719374884976,316.2,35.32806251150237
Longdan,51.491484,-0.098029,Supermarket,959.048798146317,786.08,0.0
Euromax Market,51.5841458,-0.100231,Supermarket,262.88834228256746,423.73,160.84165771743255
Ari Food Centre,51.6132731,-0.1769398,Supermarket,631.158996476667,778.67,147.511003523333
Waitrose,51.4823225,-0.0156614,Supermarket,475.0864344449845,574.17,99.08356555501547
Londis,51.4275642,-0.167622,Supermarket,1082.067259644787,1005.35,0.0
ALDI,51.4287571,-0.1670006,Supermarket,1056.8949043439588,1379.76,322.86509565604115
Local Express,51.6489462,-0.1291364,Supermarket,315.1281609546319,326.69,11.561839045368117
Express Supermarket,51.6355831,-0.0522225,Supermarket,317.3453388319277,340.63,23.28466116807232
Lidl,51.6246547,-0.0597461,Supermarket,327.38769209974873,391.7,64.31230790025126
The Co-operative Food,51.456844,0.0506202,Supermarket,476.25256064940515,717.96,241.70743935059488
Budgens,51.5577007,-0.1317226,Supermarket,748.346494676863,1135.1,386.7535053231369
Co-op Food,51.5488986,0.1992338,Supermarket,235.67156732631963,211.76,0.0
Sainsbury's,51.5751744,0.180272,Supermarket,232.92580953535102,282.61,49.68419046464899
Co-op Food,51.4384069,0.070926,Supermarket,489.2370998365261,624.07,134.83290016347394
Lidl,51.4604134,-0.005146,Supermarket,522.2570899565857,720.94,198.68291004341438
Londis,51.5291262,-0.1445504,Supermarket,1612.443228824998,1940.7,328.2567711750021
Neel's news,51.5283956,-0.1436484,Supermarket,1621.4952968385776,1911.4,289.9047031614225
Robert Street Supermarket,51.5283433,-0.1434343,Supermarket,1620.7272451746794,2252.74,632.0127548253204
Westbourne Nogs Grocery,51.5190088,-0.1961853,Supermarket,1651.3197422864362,2359.93,708.6102577135637
Lidl,51.53523,-0.4836689,Supermarket,984.4953562059914,1412.99,428.49464379400865
Londis,51.618556,0.0073691,Supermarket,274.718504438476,283.63,8.91149556152402
Lidl,51.564695,-0.2639412,Supermarket,495.86535274230664,544.81,48.944647257693305
Whole Foods Market,51.5105264,-0.1360939,Supermarket,1637.4792200315328,1801.05,163.57077996846715
Londis,51.455582,-0.1580402,Supermarket,1060.1612265813171,1287.93,227.76877341868294
Oncu Food,51.6357228,-0.0515252,Supermarket,309.02250474598134,404.35,95.32749525401869
Asda,51.6416535,-0.0460313,Supermarket,324.426632141888,432.91,108.48336785811205
Morrisons,51.6175918,-0.1105006,Supermarket,319.5165276576503,408.7,89.18347234234972
Booze Store,51.6523171,-0.0738625,Supermarket,322.9206550131725,399.96,77.03934498682747
The Source Bulk Foods,51.4609137,-0.1667529,Supermarket,1073.8077301050064,1279.62,205.8122698949935
Lidl,51.5420925,-0.3402487,Supermarket,771.1777877620085,1015.23,244.0522122379915
Costcutter,51.4904091,-0.1327877,Supermarket,1618.4066540974031,2073.99,455.58334590259665
Pricewise Food & Wine,51.5470224,-0.179954,Supermarket,1613.887503819146,2238.28,624.3924961808541
The Bounds Greens,51.6071536,-0.1245494,Supermarket,254.36444159960124,387.43,133.06555840039877
Lidl,51.5081155,-0.3362529,Supermarket,756.6690544738808,847.01,90.34094552611919
Ozdiller Supermarket,51.5923802,-0.0699827,Supermarket,247.49570659975106,270.19,22.694293400248938
Tesco Express,51.531313,-0.216861,Supermarket,501.33421182787504,638.77,137.43578817212494
Mor Foods,51.5076573,-0.3783882,Supermarket,763.8427492496415,853.31,89.4672507503584
M&S Simply Food,51.5069399,-0.1428187,Supermarket,1622.1950716733716,2343.91,721.7149283266283
M&S Simply Food,51.5139709,-0.149711,Supermarket,1609.1735217018122,1364.18,0.0
Foodland Supermarket,51.3854688,-0.1000826,Supermarket,826.9563693461264,996.0,169.0436306538736
Sahar,51.5359863,-0.2451289,Supermarket,488.7764801824637,595.95,107.17351981753637
Way 2 Save,51.5362751,-0.247632,Supermarket,509.0112122481996,515.69,6.678787751800428
Sainsbury's,51.6060531,-0.0660883,Supermarket,242.92450660540212,192.86,0.0
Amazon Fresh,51.5255079,-0.1389014,Supermarket,1612.9928123502693,1730.37,117.37718764973056
E1 Local,51.5147715,-0.0675928,Supermarket,1185.0477324756514,1322.63,137.5822675243487
Geranium,51.5197662,-0.0966801,Supermarket,34.83210823765184,46.76,11.92789176234816
Tawana Oriental Supermarket,51.5158124,-0.1951537,Supermarket,1646.3900003721374,2176.74,530.3499996278624
Co-op Food,51.4749229,-0.200867,Supermarket,882.1135102378489,1011.89,129.77648976215107
Cooperative Food,51.3804446,-0.0865371,Supermarket,835.2670934166099,1072.68,237.41290658339017
Co-op Food,51.4547854,-0.1392317,Supermarket,771.7848182305119,754.69,0.0
Tooting Arena,51.4355303,-0.1602435,Supermarket,1058.4242676909432,1132.5,74.07573230905678
Waitrose,51.4825907,-0.1345287,Supermarket,1075.9241056816027,1257.61,181.68589431839723
Al-Dimashqi,51.5061545,-0.2294641,Supermarket,892.7176940459158,1401.16,508.4423059540843
Premier Food & Wine,51.5063508,-0.2393284,Supermarket,901.6387885990858,819.12,0.0
M&S Food,51.5256623,-0.0899332,Supermarket,762.6879992908156,984.55,221.86200070918437
Co-op Food,51.5203298,0.10767,Supermarket,260.35644080013196,340.35,79.99355919986806
Waitrose,51.5360857,-0.1235071,Supermarket,1644.1283557209076,1370.4,0.0
Chung Hwa Hong Supermarket,51.5908184,-0.1030974,Supermarket,249.10058690837786,301.06,51.95941309162214
Fodal Oriental Supermarket,51.492379,-0.0247915,Supermarket,1181.874745008923,1552.35,370.475254991077
Asda,51.5372955,0.0772175,Supermarket,255.04334728243703,286.61,31.566652717562988
The Co-operative Food,51.4587815,-0.0437743,Supermarket,534.8909319799288,658.84,123.9490680200712
The Co-operative Food,51.5476923,-0.1256976,Supermarket,761.094101878273,800.18,39.08589812172693
Food Inn,51.5168879,0.0102401,Supermarket,612.3455106794943,453.09,0.0
Co-op Food,51.5532657,-0.1097246,Supermarket,755.3185543377556,450.49,0.0
Co-op Food,51.4421569,-0.0104819,Supermarket,524.7464456556714,585.7,60.95355434432861
Turkish Food Centre,51.4751538,-0.0952901,Supermarket,955.582456985358,1216.91,261.32754301464206
Lituanica,51.5372714,0.0791098,Supermarket,249.05968992747222,280.05,30.99031007252779
Co-op Food,51.5631652,-0.1974364,Supermarket,630.8881087542012,803.71,172.82189124579884
ALDI,51.410248,-0.3012279,Supermarket,506.64289707472915,685.66,179.01710292527082
Save More,51.5419504,-0.1799277,Supermarket,1637.1101672082377,2335.29,698.1798327917622
Mega Saver,51.4136447,-0.0512902,Supermarket,624.9119994932613,771.31,146.39800050673864
Penge Food Centre,51.4132546,-0.0510461,Supermarket,621.1219645455888,992.81,371.6880354544112
Kosher Kingdom,51.5780594,-0.2071754,Supermarket,620.4616456905779,873.25,252.78835430942206
The Savanna,51.4087864,-0.2302028,Supermarket,423.7691867789568,576.09,152.32081322104324
Londis,51.5550333,-0.1453382,Supermarket,1631.9163475396592,1457.36,0.0
Morrisons,51.5135148,-0.3040427,Supermarket,783.4339560125106,905.02,121.58604398748935
M&S Foodhall,51.4453634,-0.2057969,Supermarket,1070.072784465369,1129.75,59.67721553463093
Corner Shop,51.4351015,-0.0435749,Supermarket,523.1598275380286,757.44,234.28017246197146
Brazilian Centre,51.4714087,-0.1238649,Supermarket,769.0898260273758,842.13,73.04017397262419
Iceland,51.4706032,-0.1247946,Supermarket,768.0563391458023,978.08,210.02366085419771
Way 2 Save,51.5784618,-0.2403299,Supermarket,627.5024845069961,716.94,89.43751549300396
Rice Wine Shop,51.5107731,-0.1370793,Supermarket,1607.0582832191453,1963.28,356.22171678085465
Lidl,51.4304194,-0.1849547,Supermarket,424.2918739652293,478.56,54.26812603477072
Aldi,51.5596941,-0.4015165,Supermarket,976.6654733362576,1185.92,209.25452666374247
B&M Stores,51.5594869,-0.4012394,Supermarket,977.412745116575,1364.46,387.047254883425
Co-op Food,51.5003383,-0.0729975,Supermarket,947.0193567814707,1261.89,314.8706432185294
Iceland,51.4240895,-0.0039575,Supermarket,528.3877075871943,445.77,0.0
Premier Shop,51.5547957,0.1176371,Supermarket,242.4361066154994,238.32,0.0
Off License - Mini-Market,51.5329423,0.0062367,Supermarket,621.2295583011503,813.86,192.63044169884972
Aseda Trading,51.5492384,0.0053491,Supermarket,620.8378568913062,693.27,72.43214310869382
Bubboo Oriental Grocery,51.4212493,-0.2081849,Supermarket,426.58873823143904,649.5,222.91126176856096
Co-op Billet Road,51.5997655,-0.0266174,Supermarket,268.20509125980277,310.85,42.64490874019725
Sri Supermarket,51.5481008,0.0396044,Supermarket,631.3065555245921,628.64,0.0
Welcome,51.5428416,-0.1716553,Supermarket,1646.1432033880262,2089.13,442.9867966119739
Lidl,51.4556519,-0.1943398,Supermarket,1049.0928061328596,1147.34,98.24719386714037
Jiahe Supermarket,51.5913373,-0.103058,Supermarket,253.0853392721398,266.36,13.274660727860208
Sulaymaniyah Intl Food Centre,51.5935979,-0.1065807,Supermarket,254.34096470396878,283.9,29.559035296031198
Shilpa's News,51.3789313,-0.1648743,Supermarket,465.5204633418368,637.96,172.43953665816326
The Co-operative Food,51.4875928,-0.436119,Supermarket,971.1970137511594,1220.2,249.00298624884067
Abis Cash & Carry,51.5627774,-0.3555626,Supermarket,467.65041327648487,640.22,172.56958672351516
Nisa Extra,51.6082719,0.1063964,Supermarket,278.41426691964404,276.85,0.0
Planet Organic,51.5893981,-0.1458415,Supermarket,249.40200231511423,347.94,98.53799768488577
Afrikan Market,51.4794687,-0.0943872,Supermarket,936.4898504320602,1111.99,175.50014956793984
Longdan Express,51.527743,-0.0767315,Supermarket,459.3639767694318,494.55,35.186023230568196
Rayners Food Centre,51.5771561,-0.3709634,Supermarket,475.9501450129851,438.69,0.0
Co-op Food,51.6068097,0.2183452,Supermarket,232.19743464448325,333.78,101.58256535551672
Rayners Lane Supermarket,51.57673,-0.3713252,Supermarket,458.522113923414,562.77,104.24788607658598
Sainsbury's Local,51.5953781,-0.250755,Supermarket,627.8150931609545,809.38,181.56490683904553
M&S Foodhall,51.491618,0.0706774,Supermarket,477.4249276288974,452.49,0.0
Young Cheng Fresh Seafood Shop,51.5117382,-0.1318603,Supermarket,1628.5205067283844,1966.81,338.2894932716156
Sainsbury's,51.4945644,-0.0976317,Supermarket,949.7329064432574,956.53,6.797093556742539
Co-op Food,51.5218271,-0.1137627,Supermarket,1635.9010640323745,2098.7,462.7989359676253
Brixton Food & WIne,51.4543767,-0.1131239,Supermarket,778.2348252029353,906.61,128.3751747970647
Greens on the Hill,51.5914148,-0.1415187,Supermarket,247.3151264686903,169.39,0.0
Tesco,51.5064825,-0.2491087,Supermarket,751.6008711200119,653.29,0.0
Phambra Food Store,51.4503674,-0.1265723,Supermarket,758.2205733947475,904.57,146.34942660525257
Moon Cash & Carry,51.5733956,-0.37156,Supermarket,472.7381349059837,571.53,98.79186509401626
Sriram Cash & Carry,51.5767285,-0.3709335,Supermarket,460.4220868704397,515.5,55.07791312956027
Partridges,51.4983571,-0.1835581,Supermarket,709.8769969720098,749.91,40.03300302799016
St. Helier Food & Wine,51.3757313,-0.1775395,Supermarket,465.80235534438947,551.56,85.75764465561048
Hiep Phat Vietnamese Supermarket,51.4888156,-0.095839,Supermarket,952.336869405604,948.65,0.0
Global Food Store,51.4022507,-0.1921449,Supermarket,411.2736436638103,497.36,86.08635633618974
North West International Supermarket,51.5818797,-0.3330772,Supermarket,469.8522167290786,661.26,191.4077832709214
Costcutter,51.3698695,-0.1805339,Supermarket,473.4811955875846,528.82,55.33880441241547
M&S Foodhall,51.5420387,-0.3390786,Supermarket,764.4627149474668,822.18,57.71728505253316
Lidl,51.3739312,-0.1198445,Supermarket,829.9928677180201,1035.23,205.23713228197994
M&S Foodhall,51.492729,-0.226367,Supermarket,895.2611090003547,1438.66,543.3988909996453
Co-op Food,51.5461174,-0.0748887,Supermarket,454.30169832798555,425.63,0.0
Co-op Food,51.5898247,-0.2256884,Supermarket,601.8035375714534,891.0,289.1964624285466
Martin’s,51.6264881,-0.2693464,Supermarket,639.1467547647857,860.59,221.44324523521436
Triple A Cash and Carry,51.5958565,-0.294836,Supermarket,471.23024507036524,681.73,210.49975492963478
Little Waitrose,51.6000852,-0.1949205,Supermarket,618.5476241311725,911.23,292.68237586882753
Jumbo,51.5078456,-0.1243123,Supermarket,1621.7236812755473,1919.85,298.12631872445263
Co-op Food,51.4486452,-0.1484124,Supermarket,1075.6185216743174,1405.38,329.7614783256827
Co-op Food,51.4890261,-0.314376,Supermarket,595.6532520774764,704.28,108.62674792252358
Lidl,51.584195,-0.0222858,Supermarket,263.62533820776235,219.82,0.0
Mixas,51.580812,0.1776323,Supermarket,246.18245823526138,268.66,22.477541764738646
AP Food Express,51.5009173,-0.1178642,Supermarket,771.1586689859441,1021.62,250.46133101405587
Co-op Food,51.4095417,-0.2318811,Supermarket,430.5219433232295,587.65,157.12805667677048
Japan Centre,51.5097324,-0.1313656,Supermarket,1617.8834203276642,1767.84,149.9565796723357
Lidl,51.5938278,-0.106645,Supermarket,258.646467013724,246.15,0.0
Green Bay,51.4858711,-0.2029189,Supermarket,897.0479394126044,1209.91,312.8620605873957
Ecklee,51.3950096,-0.2378198,Supermarket,427.8439427665952,609.75,181.9060572334048
Co-op Food,51.4591018,-0.0341076,Supermarket,522.5095792215151,643.94,121.43042077848497
Sainsbury's Local,51.4905407,-0.3025806,Supermarket,605.9044804029056,753.4,147.49551959709436
Oseyo,51.5023251,-0.1103454,Supermarket,778.1914962317675,919.12,140.92850376823253
Co-op Food,51.5878774,-0.0403338,Supermarket,281.0777476986608,293.98,12.902252301339217
Co-op Food,51.3847483,-0.2950376,Supermarket,499.92929579694226,573.39,73.46070420305773
Little Waitrose,51.5163426,-0.291001,Supermarket,759.4863348638927,971.6,212.11366513610733
GreenBay,51.4858748,-0.2028974,Supermarket,916.1280367929558,911.64,0.0
Best One,51.4470638,-0.2174764,Supermarket,1059.5424982533073,1586.57,527.0275017466927
U.see.inn Continental Supermarket,51.5450488,-0.1179354,Supermarket,754.348308497464,881.15,126.80169150253596
Vital Ingredient,51.5132986,-0.1419871,Supermarket,1641.2102014275847,1141.61,0.0
M&S Foodhall,51.5479875,-0.0756727,Supermarket,452.2767379588528,618.61,166.33326204114724
Lidl,51.536038,0.0349308,Supermarket,629.7391327710345,600.55,0.0
Wa Na Hong Oriental Supermarket,51.5462184,-0.0045231,Supermarket,621.9717497391686,627.42,5.448250260831401
M&S Simply Food,51.6141088,-0.24918,Supermarket,626.6225045134861,669.47,42.847495486513935
Food 4 Less,51.6009418,-0.2665262,Supermarket,613.381746064366,710.86,97.47825393563403
A Day Fresh,51.5977717,-0.2774743,Supermarket,479.91014371115983,584.19,104.27985628884022
Gayatri,51.5809096,-0.3336309,Supermarket,467.75115006423374,416.6,0.0
Hak Food Centre,51.5981221,-0.2783117,Supermarket,463.90408206816335,555.13,91.22591793183665
